frame,G908R_febuxostat_rep1,G908R_febuxostat_rep2,G908R_febuxostat_rep3,G908R_natural_rep1,G908R_natural_rep2,G908R_natural_rep3,R702W_febuxostat_rep1,R702W_febuxostat_rep2,R702W_febuxostat_rep3,R702W_natural_rep1,R702W_natural_rep2,R702W_natural_rep3
678,30.0038,29.3225,15.6032,27.0031,28.2396,24.0611,23.8109,21.1080,29.4602,19.1549,17.3512,31.7148
679,30.1919,29.1728,15.8354,25.6491,34.0703,24.5290,24.9070,20.8583,29.7437,18.9124,17.6048,31.4884
680,29.8169,30.2409,16.0161,26.7381,32.5573,24.7085,23.8705,20.4020,29.7823,19.1183,16.7147,31.5575
681,30.0977,30.6856,15.7991,27.3064,33.0023,23.3589,23.1658,20.2002,29.9222,21.8595,16.6143,31.6523
682,30.1991,30.6222,15.9577,26.5448,29.2758,24.0803,23.8354,20.1406,29.8486,22.6035,17.1781,30.9181
683,31.0007,30.3430,15.9733,27.3551,29.7016,24.7244,22.7823,21.1339,30.9756,23.7330,17.3161,30.6805
684,30.9092,30.5704,15.8283,27.8307,33.0542,24.5231,23.2202,20.7788,22.2995,23.2896,17.6935,31.1403
685,31.0596,30.3007,14.8670,28.1570,31.3723,24.4830,23.2459,20.2939,22.6960,23.7116,17.4295,31.5585
686,31.1437,31.0059,15.3343,27.5451,29.4917,24.4494,23.4143,21.0692,23.0308,24.8893,17.3420,31.9638
687,31.3330,30.7659,15.2234,27.4539,29.4009,24.2648,24.2497,21.5686,22.8857,25.2502,16.8848,31.7923
688,31.1557,30.4101,14.8466,27.9474,27.4907,24.9037,24.1691,21.2899,23.3880,24.2762,17.1982,31.6028
689,31.0742,30.8534,15.2634,28.3446,27.1265,25.2058,23.4895,21.2292,23.5549,25.2436,16.8444,32.5988
690,30.1104,30.9799,14.9624,27.8771,27.3072,24.8121,23.3082,21.1309,23.7112,28.8059,17.0827,32.0513
691,30.5153,30.9528,14.5652,24.7267,32.0841,24.1071,23.1081,19.9370,24.2901,25.1373,16.8072,31.3219
692,30.0183,33.0387,14.9289,27.8179,32.9213,24.6111,22.5871,20.1072,24.8852,25.1431,16.7525,31.4478
693,30.3475,32.6932,15.1132,25.0417,32.2376,24.3260,22.0467,19.6687,25.0604,25.2208,17.3413,31.9572
694,31.0157,32.1442,15.0321,27.6097,32.1723,24.1759,22.3423,19.8447,24.6120,25.0468,17.2912,32.5878
695,30.8219,32.4596,14.9280,27.4231,31.6814,23.7069,22.0744,19.6526,25.1819,25.1513,17.0139,32.4380
696,30.2792,31.6804,15.0604,28.9410,31.2644,23.5136,20.8639,19.0251,24.9008,24.7220,17.2680,33.2384
697,29.5597,31.1287,15.2902,26.8078,31.5516,24.1425,20.3837,19.0133,24.1949,24.7551,16.4699,33.7011
698,29.6721,31.0794,15.9382,26.1936,30.9183,23.6576,20.3025,20.1515,23.0713,25.2465,16.5910,33.1722
699,29.8074,30.4731,15.3192,26.6441,30.1846,26.0265,20.2809,19.8192,24.0063,25.3432,16.2674,32.4143
700,29.9475,31.1848,15.4602,25.8939,30.0583,24.8946,20.7926,19.4553,24.2699,26.0931,16.5641,33.1975
701,29.1946,30.1262,15.1593,29.0962,30.1631,26.9769,25.7350,19.4993,24.7924,24.8073,16.9349,33.2282
702,29.6279,30.4650,15.6588,29.3136,29.3480,29.3753,26.5728,19.7951,23.8152,23.9527,16.2067,32.7259
703,30.1181,29.2598,15.4106,29.0691,29.8133,29.1367,26.5774,19.8503,23.6916,23.6642,16.2366,32.8907
704,30.6833,29.6962,15.6203,26.3207,29.1276,25.3097,21.1356,19.3024,23.9747,27.4360,15.8508,33.0980
705,29.5188,28.8187,15.9446,27.0101,29.0809,26.1321,26.7932,20.4471,24.5881,26.7748,15.9414,32.6428
706,28.9168,29.7399,15.2551,26.5495,29.1178,26.8314,26.6985,20.0324,25.3470,26.9433,15.8697,33.2570
707,28.7970,30.2231,14.9740,26.9209,29.0916,25.5765,21.1819,20.3798,24.9924,25.6515,15.8503,32.5286
708,29.0590,30.4616,14.8454,26.6831,28.2891,26.5669,21.6108,21.4353,24.9657,25.3454,15.7274,32.4061
709,29.6640,30.9821,15.1173,27.5615,26.6817,26.4348,22.0592,20.9741,24.4512,20.3958,15.9452,32.0633
710,29.5703,30.4262,14.8127,27.2300,26.4780,26.6123,22.5099,21.3627,24.3288,20.9464,15.8105,32.1667
711,28.7232,30.6906,15.1606,27.4657,26.6964,26.4993,22.0327,20.8246,24.5421,20.2559,15.8928,33.4622
712,28.7248,30.0158,15.3423,28.4467,27.6273,25.5548,21.3498,21.0705,24.1492,19.9834,15.9469,33.0163
713,29.4190,29.5798,15.6444,28.6141,27.8517,25.3961,21.8256,20.6100,24.2044,20.0929,15.6704,33.5402
714,29.4274,29.2022,15.4419,27.6111,27.9189,25.6316,21.8795,20.6778,24.4586,19.3418,15.3558,34.2697
715,28.9614,30.0511,14.9749,29.0260,27.8946,26.0722,21.7551,20.0330,23.8771,20.0638,15.3356,32.2950
716,29.5709,29.1808,16.0154,28.4678,28.7174,25.9513,21.2707,19.8980,23.0452,24.1914,15.0746,32.3143
717,28.5997,29.9835,15.8673,29.0241,28.6623,25.1283,21.9819,19.8998,23.5553,24.2080,15.3369,33.2251
718,29.3371,30.2151,16.0924,28.2809,28.8478,24.8947,22.1555,19.5074,24.2062,25.8652,15.5519,33.0809
719,28.3737,30.9995,16.3425,29.4762,28.2602,25.0578,21.8580,19.6700,24.3501,25.6165,15.8014,32.7845
720,28.2764,30.6840,15.9556,31.2102,28.9902,25.3011,21.8575,19.0991,24.5111,25.3076,15.8522,34.1178
721,27.9372,31.1746,16.2318,32.0377,29.1736,25.3542,22.6917,19.8465,24.4812,21.6736,15.8668,34.0273
722,27.6851,31.1160,15.7531,31.6840,29.5772,23.7324,22.0111,18.7944,25.1357,21.7797,15.7533,32.9628
723,27.6160,31.8695,16.0869,32.3682,29.7461,24.2558,21.7993,20.4090,24.2141,25.6605,15.5483,34.1299
724,27.9046,32.4862,16.3280,32.7937,27.9513,24.4546,21.4901,20.9307,24.4357,25.1435,16.3094,33.7124
725,27.3621,32.0211,16.0035,33.0333,27.5248,24.8306,21.3582,20.7484,25.3872,24.7260,15.8904,35.1687
726,27.0747,31.1733,15.6629,31.9906,28.3105,24.2705,21.0544,24.6051,25.2848,23.9774,15.9281,34.6278
727,27.0969,31.7744,15.6878,31.6159,28.8053,24.0802,21.9839,24.3200,25.5271,23.0470,16.1948,34.4591
728,27.5929,32.2421,15.9808,34.7892,28.8421,24.2408,21.6638,22.6226,25.4527,23.9740,16.4893,34.7254
729,26.8352,32.1964,16.1885,31.2543,28.5756,24.1514,21.7092,23.2669,25.1724,24.2587,16.2945,33.9660
730,26.0346,31.7628,15.8723,34.1727,28.3454,25.2507,22.0270,24.1673,25.2450,24.1990,15.8369,34.8424
731,26.2535,32.3015,14.8662,34.1702,28.2199,24.5716,22.0678,25.7176,24.4668,24.4955,16.1647,35.1737
732,26.1641,32.4434,14.5828,35.0076,28.6152,23.9062,22.3231,25.9327,24.0714,24.0616,16.2942,35.0370
733,26.4590,32.5002,14.7976,35.3083,28.3787,23.2242,22.5682,26.1237,24.0130,24.2522,16.3559,35.5065
734,27.2078,33.1280,14.1212,35.5837,29.6628,22.0671,22.3629,26.4328,23.4468,25.2372,15.8314,34.9348
735,26.4920,33.1300,13.9931,35.4227,26.0291,24.1013,23.2805,26.3917,23.4717,24.8944,16.1364,34.6924
736,27.2658,32.8814,14.2835,35.5489,30.5115,24.1029,22.8593,26.1932,39.4507,25.1369,16.2530,34.3229
737,26.8141,32.9026,13.7594,36.5670,29.7403,24.4513,22.6096,27.5600,39.7174,24.8450,15.8340,34.7178
738,26.4060,33.1229,13.3824,33.2351,29.4830,25.4371,23.0989,23.1412,38.4465,25.2423,15.8330,34.2060
739,26.3338,33.7602,13.2150,32.6922,29.3633,26.7120,23.1757,22.9909,38.4313,25.1828,15.3879,33.6008
740,26.6617,33.5429,14.0816,36.4862,29.6689,26.2364,22.9305,27.2105,39.3635,25.4709,16.1186,33.5802
741,25.9832,32.9853,14.3490,35.9729,30.5563,26.4242,22.7154,18.7869,39.2813,26.1853,16.6519,33.9553
742,25.4551,33.4898,13.8396,35.8342,29.4660,26.0018,22.6936,19.4631,39.4616,26.8889,16.0337,34.7040
743,26.1188,33.2008,14.1811,36.5332,29.3810,26.9790,23.0580,19.1630,35.2544,25.8047,15.7025,34.6753
744,26.4964,32.6573,18.9027,36.5521,30.1712,27.3308,23.6480,18.1833,38.3765,25.4061,16.1315,35.0322
745,26.2238,31.6473,14.6383,36.6529,30.0373,26.8499,23.2521,17.7885,38.8896,25.0602,16.3245,35.9500
746,26.2746,31.1174,18.9686,36.7258,29.4852,26.0327,23.7157,17.8588,39.1387,24.7179,15.7232,35.5793
747,26.3071,30.0540,19.2715,36.4661,29.2639,26.6473,23.4933,17.2615,38.3810,24.9389,16.4216,35.6435
748,26.5671,30.1643,18.9229,36.0727,29.3461,25.9672,23.7589,21.4192,38.9263,24.9105,15.9785,34.8934
749,26.3512,30.9881,18.7904,36.4470,29.7398,26.6075,23.6057,24.9460,38.4699,24.7876,15.7840,33.1510
750,27.7798,31.4747,18.5229,36.0230,30.9635,26.6230,23.3395,25.2285,38.8917,24.9769,15.8286,33.3176
751,28.2846,31.4666,19.3143,35.4194,31.8791,26.8788,23.5826,21.3224,37.7233,25.1591,16.0316,34.2295
752,28.5814,30.2116,18.9315,36.8708,32.2655,26.5886,24.4368,21.5004,37.9648,24.5993,16.2834,33.5166
753,27.2858,31.9162,19.1248,36.3143,32.3403,26.1868,24.1587,25.4714,38.1447,25.0179,16.5642,34.0002
754,27.2871,31.3648,19.5238,36.3418,31.4822,25.8652,24.3481,20.7584,38.3815,25.0165,16.3099,33.8847
755,28.1492,31.2408,19.2585,27.5906,31.9324,26.0475,24.3361,21.7988,38.1835,25.1024,15.6981,34.0732
756,28.0092,32.3997,18.5788,30.8560,31.1868,25.2031,23.9848,18.0422,39.0046,24.8686,15.4431,33.5663
757,27.9797,34.1265,18.6182,26.6567,31.2221,25.3798,23.8680,17.2637,39.2103,25.9407,16.0457,34.0097
758,28.3093,32.5838,18.3357,31.0422,30.6252,27.0624,23.8667,17.0437,37.2093,25.3142,16.6312,34.2588
759,28.0030,32.8176,18.3194,30.3516,29.9317,27.4741,24.0985,20.4776,36.4112,25.8676,16.5746,33.9901
760,27.5658,32.0614,18.6815,31.1666,28.9650,26.7634,24.0463,20.2945,35.8370,26.0777,17.4044,33.6586
761,27.3858,32.0090,18.3508,30.4479,30.1228,26.8562,24.5065,17.1991,35.1111,25.2257,21.4773,33.4013
762,27.5801,31.4586,18.6113,29.4189,29.0545,26.1277,24.1921,16.8393,35.0149,26.1801,21.5904,33.6068
763,27.6789,31.6547,18.7760,28.9904,29.1502,25.4575,24.3169,17.8802,33.2353,25.5476,21.2856,32.8677
764,27.5331,31.0818,19.2058,29.7321,28.9914,25.8043,24.1176,20.2026,33.0315,26.1845,21.1632,33.2248
765,27.1254,31.1108,19.1871,30.0850,29.1241,25.9185,27.0267,16.5435,32.8522,25.1077,20.6759,33.5211
766,27.0683,30.2503,19.1542,30.2288,29.3855,25.4349,27.4488,16.2148,33.2714,24.5531,21.7444,33.7881
767,27.0720,30.2678,19.0899,30.5500,30.2195,25.3706,27.1063,16.0387,33.7798,25.3023,21.1681,33.1998
768,27.1994,30.4960,18.7173,30.0405,30.5524,25.7797,27.1133,16.1137,33.7397,25.4201,20.2943,33.0475
769,26.6214,29.9340,19.6231,38.3562,30.6850,25.1818,27.2963,16.0678,33.3512,25.9940,19.7357,32.6068
770,26.6663,29.4625,19.4140,38.5906,31.1271,23.9621,27.7465,16.1426,33.0241,25.6340,20.8410,33.6224
771,26.3658,30.2427,15.2581,39.0028,31.1178,23.9923,27.5830,15.3254,32.5305,26.5182,20.6619,32.8724
772,26.0064,30.5055,14.8413,38.7355,27.5197,24.6108,28.0921,14.3949,31.7363,25.6227,21.0790,32.7190
773,26.6713,29.9937,14.4443,39.2205,32.0445,24.7913,31.8794,14.7702,32.3388,26.1613,21.2130,32.3821
774,26.5542,28.7448,13.7314,38.5907,27.5701,25.0988,31.4890,15.2743,33.4157,26.7252,21.2208,34.3087
775,23.6687,29.4381,14.1116,31.6106,27.3418,25.1681,24.7605,14.8024,32.8702,28.4704,21.0587,34.3692
776,23.9034,29.2705,18.5662,38.1364,27.4933,25.8077,27.5294,15.1166,31.8354,26.5818,20.7629,33.2255
777,24.8290,29.0341,17.8246,37.2176,27.9051,25.8980,27.3605,14.0152,32.1295,26.5212,20.6509,32.9862
778,23.0887,27.9706,17.6685,30.1430,28.6166,26.1191,27.1926,15.1349,32.3320,27.1087,20.9237,33.6283
779,22.8256,28.0000,18.0473,29.8434,29.4854,27.0741,26.6188,14.9438,33.7269,27.3871,20.3186,32.9998
780,27.8834,28.3841,18.1772,37.3641,29.7704,24.7563,26.9491,15.7141,33.1027,27.3704,19.8948,32.5519
781,22.9497,27.5324,17.8026,36.5566,30.7506,25.9160,22.5866,15.6433,33.1425,27.0149,19.9942,33.1275
782,22.7129,27.7448,18.0727,36.6651,31.3773,25.6923,23.7963,15.3195,32.2209,26.7583,20.0446,32.7984
783,25.8704,28.7582,17.6070,36.9003,30.9855,24.9185,23.1802,15.1024,32.3124,27.2101,20.3554,31.6374
784,25.4724,28.6104,17.4484,35.9110,30.5985,25.6488,22.6071,15.8348,31.0548,27.7330,19.5726,31.9494
785,23.8615,28.4221,17.4265,36.3326,30.0090,26.1891,27.1491,19.6118,31.4997,28.1341,19.0970,32.3827
786,24.5075,28.6497,17.7499,34.9341,31.5282,27.4653,27.4784,16.3226,31.6396,25.1862,19.2400,31.0869
787,24.0049,29.2450,18.0143,34.4852,31.7196,27.2513,27.8203,16.1287,31.4832,24.6834,18.4577,30.7212
788,26.3085,28.8796,18.0889,34.9780,30.6707,26.7180,28.5542,16.8994,31.0305,23.3145,18.6937,31.3204
789,23.8762,28.2577,17.7053,26.8757,31.8009,27.7758,28.3209,16.7785,31.3732,26.4076,18.2734,31.5702
790,23.6946,28.7182,18.3624,26.7399,31.3798,28.4127,28.1042,15.7667,31.0180,25.9270,18.4721,31.2427
791,24.3879,28.0330,18.9639,26.1750,31.8146,27.2153,27.4926,17.2794,32.4857,24.1219,19.4243,31.9268
792,24.3507,28.3579,19.0445,33.2876,31.6895,26.9449,27.3911,17.5024,32.0661,24.1213,19.3427,32.4602
793,24.4551,28.1069,19.3954,33.6458,31.4083,26.0513,27.7201,18.2016,33.1980,26.1863,18.4847,32.7222
794,21.8711,27.6383,18.3768,33.8102,30.9481,25.8276,28.3156,17.7317,33.2867,25.7247,18.8547,34.9414
795,22.2517,27.7802,18.5268,33.7434,30.7580,26.2950,27.9876,17.4142,32.2452,26.0065,19.6275,33.1066
796,21.6518,28.0056,18.3129,33.0765,30.6324,26.9513,27.0057,17.0326,32.3113,26.0640,20.2245,33.1909
797,25.4357,28.2795,18.3155,32.7664,30.8652,26.1653,22.4798,17.1236,33.0068,26.2637,21.0311,35.2467
798,25.5068,28.5602,18.2324,32.1140,30.1320,27.2928,23.5171,16.8890,30.8792,25.4049,20.4253,35.9846
799,24.8537,29.0626,18.4409,32.3037,30.6604,27.6258,22.8336,17.9051,31.5918,20.1302,20.6598,35.0115
800,25.1017,29.2906,18.6140,32.3412,30.5888,27.3769,23.5352,21.7005,31.1674,20.4053,19.9578,33.6426
801,24.7783,29.4468,16.9317,30.2308,30.5968,28.2669,23.6588,17.5543,30.0797,20.7350,20.3244,34.1376
802,24.1640,29.9390,17.3376,29.2379,30.9743,27.8029,23.9083,16.9229,30.6470,24.6856,20.6950,33.4626
803,23.5355,28.5127,16.7607,30.4029,30.9465,28.2535,23.5990,21.1835,29.6114,24.4725,20.8721,33.2511
804,23.7819,29.1655,17.2654,28.0169,30.8011,27.1763,23.2813,20.8111,28.1262,21.0514,21.4002,33.9856
805,24.2192,27.9894,17.8647,28.8929,31.1376,27.3640,23.7684,16.8372,28.5718,23.4772,21.7155,34.2130
806,27.5149,27.8656,17.5133,28.2700,30.9018,27.3640,23.7690,16.7493,28.6336,28.0973,21.0082,31.4035
807,28.1026,27.4544,17.4252,28.6096,31.0625,27.2049,23.2640,16.7249,27.8098,27.6128,20.1288,31.5388
808,28.1072,27.4858,17.1884,28.6752,31.1444,26.9061,23.0084,16.7075,28.9444,27.5692,20.4476,30.9252
809,27.6561,27.6319,17.3946,29.0437,30.9085,27.3403,23.2963,17.3354,30.0758,28.0820,20.8380,31.3600
810,27.7229,27.8941,16.9017,29.1002,31.2457,27.9543,22.7080,17.3939,30.7218,28.7418,21.8182,31.3950
811,27.0944,28.5393,17.2436,29.8901,31.6750,28.6513,22.7469,17.7612,28.7953,27.9347,22.2800,30.5484
812,26.3641,27.9017,17.6697,31.9018,32.1019,27.9862,22.8390,17.8118,29.3847,27.5641,21.3347,31.1256
813,25.8253,27.6073,17.5737,30.9975,32.5844,24.4836,23.5598,22.3269,28.5348,26.1769,22.2369,30.5487
814,26.5961,28.6260,19.0592,29.6150,31.8923,24.7286,23.2451,17.7226,28.4335,26.1203,22.3724,30.4164
815,26.3123,29.2126,18.5603,30.1591,20.3881,26.1872,22.7502,17.1339,28.1927,26.0400,21.8460,30.4158
816,26.0835,29.7857,18.8837,30.3066,20.3531,25.8230,22.1302,20.6180,28.5823,27.0379,21.6705,29.9367
817,25.7564,30.3412,18.2421,30.2447,21.3480,25.7630,22.6376,21.0577,28.5547,27.0774,21.6832,30.2528
818,25.9836,29.9733,18.2521,31.6145,21.5965,26.0922,22.1362,16.9517,34.6460,27.8116,21.5236,30.1280
819,26.1398,29.9617,18.4169,31.7712,21.9024,25.9331,22.5935,21.1030,33.0227,28.2418,20.9073,29.1876
820,25.1685,29.4844,19.0370,31.0031,21.4411,26.8057,22.5857,22.1369,33.4907,28.0903,21.7930,29.7357
821,25.2715,28.5771,18.7710,31.2451,21.0340,26.5451,22.5279,21.5406,32.2205,26.7652,21.9474,31.9811
822,24.6667,28.3124,18.4813,31.8650,21.1460,25.7813,22.5767,21.5496,32.6527,25.3900,22.8130,31.9541
823,25.4447,28.2527,17.9757,31.4330,22.1016,25.9083,23.1664,21.7131,32.4066,26.6426,21.9287,31.8786
824,25.0938,28.4432,17.8304,30.4418,21.5338,25.8284,22.8603,21.4324,32.8445,26.1559,21.2277,31.6649
825,23.9611,29.4625,17.7624,30.6595,22.0034,25.9771,23.5045,21.2917,33.9386,26.4203,20.5831,32.0485
826,24.8155,29.0233,18.0423,29.7479,21.3707,25.9166,28.7929,21.4351,34.6502,26.8999,20.2928,30.7804
827,24.3061,28.2831,18.4813,29.7648,21.0616,26.9380,29.0855,21.2653,33.7789,22.9136,20.2960,30.8573
828,24.5101,28.2750,18.7309,29.5768,21.2135,26.5063,27.8080,20.8801,34.2400,22.6065,20.3240,30.7865
829,23.7992,29.3173,18.1650,28.8522,21.3248,26.7938,28.7717,16.2160,35.4155,23.1287,20.5725,31.9225
830,23.9894,30.1855,17.9664,28.8766,21.6355,26.9478,29.0567,19.7855,35.6215,22.4926,20.4916,31.0587
831,23.6246,31.4689,18.4336,29.0703,21.8891,27.7747,28.3842,24.5719,35.7617,22.4439,20.3689,28.2745
832,24.4325,32.1060,18.3846,32.4860,21.4523,27.8819,22.4386,24.4897,34.7848,22.4233,19.9767,27.9339
833,23.9746,31.6717,18.6094,29.1511,21.2744,28.3745,22.5374,24.6192,34.7155,22.1440,20.3124,29.2930
834,24.5429,33.1762,18.8245,32.2924,21.7782,28.4320,29.7347,24.0817,35.2596,22.1794,20.8108,28.9761
835,23.9643,34.2015,18.1642,32.7685,21.9094,28.0600,29.3145,23.9798,36.2620,22.2823,20.4756,29.3465
836,23.5660,33.4994,18.0862,29.4777,20.6964,28.8850,29.3708,25.1817,36.4880,22.1118,20.2435,29.2305
837,23.9235,34.2263,18.3312,28.7413,20.4136,29.5646,29.4865,20.4236,37.2517,22.3422,20.7447,29.3723
838,23.9603,33.8466,18.7563,28.9910,20.5733,30.2232,30.0288,24.2786,36.9807,22.5215,20.7375,29.2719
839,24.5524,33.5112,19.2650,28.4581,20.7629,30.8777,23.6281,25.1071,38.6337,22.4661,21.1398,30.5047
840,25.1018,33.5437,19.2498,28.7540,20.5876,31.0925,30.3631,24.2639,39.6689,21.2440,20.7591,31.0119
841,25.0451,35.3056,19.0240,28.5634,21.3167,30.9147,23.1016,23.5629,37.1254,21.4154,21.5636,31.5927
842,25.3162,34.1475,19.6140,29.0438,21.1692,31.4294,22.9485,24.8382,37.8363,19.7933,19.6780,31.3820
843,25.2969,34.7618,19.2416,29.6363,20.4067,30.5655,30.2150,20.1223,38.9356,20.5025,21.4279,30.4143
844,24.8601,34.4779,18.7958,27.9019,20.5449,30.2952,30.2645,25.1502,39.6006,19.8323,21.4154,31.0237
845,24.6248,33.4859,19.1412,28.3913,20.7190,30.2830,29.4451,25.3904,39.3561,20.5483,21.4699,31.3100
846,23.7050,33.3924,18.8596,29.7360,20.9259,30.3574,30.6305,24.5874,39.7720,20.3788,21.7730,31.5625
847,23.8664,33.0301,19.1202,27.7146,20.7340,31.1746,30.8915,24.7822,38.7855,19.5344,21.2775,27.9559
848,23.2864,33.1560,15.2895,27.7084,20.6864,30.7816,30.7516,24.6357,38.6629,19.5496,20.4135,27.5737
849,23.9576,32.4032,15.3239,27.8947,21.0232,30.6824,31.5823,24.5646,38.1723,19.0418,21.1851,28.6051
850,24.4354,32.9244,15.3450,27.5844,21.3393,32.1089,31.8049,24.3096,33.6667,22.3077,21.6645,32.5074
851,24.6360,34.0493,16.1286,27.8442,21.2217,32.2371,31.9150,24.2007,34.8625,21.4459,21.9493,32.4707
852,24.8886,33.8281,15.8077,27.5344,20.7417,31.7693,31.0196,23.5359,35.9616,22.2001,21.5194,32.3713
853,24.9945,33.7704,15.4121,26.8055,20.8300,31.6195,31.0743,23.9056,35.7780,21.8203,21.5159,32.0281
854,23.8148,34.6120,14.8390,26.3496,21.0536,32.4310,30.5202,23.9419,34.5701,21.9248,21.1817,32.8585
855,24.8715,35.1298,14.9791,26.7615,20.4502,32.4691,30.1228,23.6898,35.6704,21.9857,21.1606,33.0319
856,24.9684,35.8191,15.7659,27.0977,20.0486,32.3797,29.8174,24.0509,35.6797,21.8308,22.2224,32.9758
857,25.1632,35.1600,15.8819,27.8240,20.0959,33.1068,29.9062,23.7629,34.8398,22.1129,22.9177,33.1023
858,25.7489,35.3900,16.3813,27.7818,19.4884,33.2068,29.5359,23.6914,33.9306,21.6743,25.3757,33.5919
859,25.1483,34.2251,15.8822,26.5444,19.7759,33.3103,29.3336,19.5809,34.4047,22.1294,25.1744,33.5602
860,25.6566,34.9092,15.8799,29.4613,20.7326,33.3044,30.3156,19.3167,33.8723,21.7840,25.5516,35.2063
861,25.8825,34.5523,16.0198,29.0331,20.6423,32.2492,30.6997,18.3121,34.3843,22.0541,24.5578,35.3595
862,25.3020,33.9700,16.1648,28.9530,20.5117,32.5552,31.7635,18.0989,34.4355,22.5990,23.9058,34.8458
863,25.7684,34.1706,16.3715,29.7963,20.7194,32.2443,32.2415,18.7990,35.2441,23.7526,24.2969,34.3355
864,25.7578,34.0670,15.4442,27.7665,20.8540,31.8903,31.4119,18.1731,35.3345,23.8280,24.5536,34.5946
865,24.9068,34.1382,15.1453,28.2616,21.0621,32.5940,32.0867,21.8899,34.8499,23.9016,25.5963,34.5896
866,25.2042,34.3386,15.3045,30.8350,20.5753,31.9506,32.1679,17.3204,33.9239,23.9838,25.9190,34.8073
867,25.9363,34.4872,14.7899,30.5861,20.9644,31.8618,31.7656,17.9092,35.2836,21.6693,25.6990,34.7007
868,26.1085,33.9681,14.4361,31.1686,21.0737,32.9076,31.5807,16.3560,34.5974,20.8739,26.0855,34.3068
869,25.0840,32.9395,13.1609,32.1529,21.5639,32.5406,25.0493,16.9232,33.9082,20.9503,25.5695,33.4608
870,25.0113,33.7144,13.1697,31.7477,21.3087,32.3039,31.2351,16.6593,34.1283,21.8584,25.3009,32.9840
871,25.4523,33.3745,13.2801,31.8766,21.1679,31.9095,30.5417,17.8681,35.3947,21.7433,25.2111,33.3376
872,25.6246,32.5361,13.9054,31.8401,20.8347,31.5852,30.5802,22.4355,40.2125,23.6769,25.0985,33.5863
873,25.9816,33.4220,14.1280,32.2913,21.2940,28.9622,30.8004,21.5265,35.5627,24.7452,25.7032,33.8305
874,26.3310,33.2586,14.3753,33.3058,21.3439,29.0609,30.7408,22.4613,36.6468,23.7179,25.2832,33.3849
875,26.7593,33.7628,16.7781,32.6696,21.8775,29.2255,29.8242,21.7078,37.0950,24.0142,26.2619,33.7819
876,26.4600,33.3503,14.1317,34.8050,21.3256,29.1904,25.0747,21.1219,40.3186,25.1064,26.2107,33.4099
877,26.7584,32.4546,16.7202,32.1329,22.1235,29.2062,25.2648,16.8234,40.6057,24.1621,24.8705,33.5864
878,25.5110,33.0782,13.7463,32.7026,22.3080,28.5211,25.6671,17.5507,39.5218,23.2908,25.8374,32.6858
879,26.1692,33.0328,14.0900,32.4254,21.9609,28.0087,25.4953,18.1069,40.8353,22.7432,27.1676,33.0867
880,25.9481,32.2855,14.2242,34.1230,21.8786,28.6405,25.1263,19.2164,41.3718,22.9770,26.5224,33.0180
881,26.4836,32.1834,13.4699,32.2130,22.0106,27.8938,24.7876,18.4854,40.8377,28.0518,26.6286,32.5254
882,26.7228,32.0091,13.4271,29.6933,22.0753,27.8037,24.9105,18.7338,41.6568,24.0354,26.5333,32.5663
883,26.2708,32.2245,13.8560,31.8142,22.6837,26.8806,25.1564,18.6916,39.5393,24.0613,26.7129,32.1314
884,26.2221,32.3326,14.3749,32.4022,22.0331,28.2890,25.9803,18.4470,40.9084,23.9101,27.2084,32.0169
885,27.3623,32.2548,19.2618,30.7286,22.0754,27.9402,32.1969,18.2381,40.2520,23.5108,27.3723,32.2680
886,27.1723,32.1804,14.6016,29.7759,21.1295,26.6869,31.8072,18.3106,39.8187,23.1616,27.3024,30.9740
887,27.4276,31.7989,15.0713,30.2152,21.4635,27.4124,33.7558,18.5010,39.2634,23.7315,27.6325,31.6742
888,26.5044,31.5739,19.2301,31.6570,22.2609,27.6370,33.6295,18.1363,40.4094,24.6674,28.1301,32.8970
889,26.3800,31.3211,15.3853,31.4955,22.3987,26.6606,33.3206,18.1560,40.6122,24.9925,28.2368,32.8194
890,26.5187,31.1860,14.8881,32.1053,21.7474,27.7543,27.4328,18.4444,40.7785,25.5171,26.4056,32.6575
891,26.5555,30.6478,15.5119,32.2863,21.8637,27.2157,27.7191,18.3884,42.1156,24.4636,26.8317,33.5015
892,27.2622,30.3734,14.7662,29.7366,21.9176,27.2203,27.4884,18.3710,41.6455,23.8184,26.9869,33.8347
893,26.2534,30.6037,19.0980,29.8510,21.9980,26.8731,27.2383,17.3427,43.3602,25.3831,30.0432,33.7054
894,24.8827,30.3179,21.9003,29.3980,22.5707,27.8390,27.2647,21.4872,43.6129,24.1924,27.5399,33.9723
895,25.8208,30.8510,21.4328,29.5197,23.1577,27.1324,27.5755,21.2216,43.5164,25.2422,29.9205,34.1987
896,24.1983,31.2454,21.3180,29.3096,22.1484,27.7770,26.6075,21.5379,42.8091,25.1969,26.8396,34.2000
897,24.0489,30.6903,21.5612,29.2617,21.7869,27.1235,26.1923,22.5555,43.1797,25.4182,27.4718,35.5244
898,24.4535,31.6191,18.7465,29.1395,21.6799,26.9038,26.5757,22.5709,45.1608,25.3828,26.4070,35.5181
899,24.9461,32.7317,21.5031,29.4654,22.0979,26.5944,26.4110,23.2674,44.7302,24.1894,28.8974,35.7469
900,25.6296,33.3344,17.5192,25.2076,22.9595,24.9466,26.4862,18.7949,44.5185,24.8710,29.0343,35.6325
