frame,G908R_febuxostat_rep1,G908R_febuxostat_rep2,G908R_febuxostat_rep3,G908R_natural_rep1,G908R_natural_rep2,G908R_natural_rep3,R702W_febuxostat_rep1,R702W_febuxostat_rep2,R702W_febuxostat_rep3,R702W_natural_rep1,R702W_natural_rep2,R702W_natural_rep3
1486,40.4514,57.4280,6.2557,53.5014,18.6017,43.7452,30.7506,34.6541,35.5544,34.5248,26.4207,34.5473
1487,40.7303,58.0913,6.0346,54.4322,19.3630,42.8059,30.8364,34.4829,36.0219,35.1314,27.1102,34.0965
1488,40.9623,58.5599,6.5976,53.8759,21.0166,42.9272,31.3304,34.0720,36.7675,34.7989,26.5085,34.3342
1489,40.2773,59.1566,6.3708,52.9692,20.4447,43.5823,31.1006,34.0779,36.1794,34.8697,27.1109,34.4733
1490,39.8272,58.8333,5.8029,52.7843,18.0266,43.3347,30.2580,34.8183,36.1330,33.8116,27.7416,34.6093
1491,39.4121,59.9548,5.7708,50.8100,19.0927,44.3556,30.9891,33.5492,35.7693,33.4822,27.9341,34.5588
1492,38.6781,59.4528,5.9037,50.7349,20.1227,45.1788,30.7075,32.9604,35.8015,33.8138,28.9000,34.8158
1493,39.3230,58.6927,5.8580,50.3135,18.5427,45.4943,30.4568,32.8239,36.7085,33.6260,28.8006,34.3058
1494,39.0038,58.3071,5.4148,49.0191,19.4679,44.2072,31.0682,32.9208,34.3583,36.5164,28.5056,34.6765
1495,35.3280,57.4002,5.3117,49.9933,21.8519,43.9548,31.1700,31.9894,35.8909,34.9669,29.2863,36.4903
1496,35.2921,57.5423,6.0908,51.0054,21.1753,44.6708,32.3862,31.6241,36.9817,35.2437,28.5618,35.7483
1497,35.2428,57.1168,4.6259,50.4537,20.9689,44.9937,31.6068,31.0340,37.6250,34.4043,28.4286,34.9029
1498,40.5129,57.1952,4.9071,51.0132,20.3649,45.3960,31.9805,30.4601,38.1375,35.1800,28.5616,34.4278
1499,40.6559,58.1691,5.0789,52.2806,21.3339,45.2579,32.2362,30.1632,38.0121,35.0166,29.5902,33.5403
1500,39.9775,59.0909,5.7831,52.9084,20.9953,45.7421,33.1408,30.9518,38.5904,35.6815,29.7145,34.2710
1501,39.2810,58.7996,6.1159,51.8774,20.8459,45.8222,32.3414,30.8910,38.9820,35.5295,29.2804,34.0850
1502,40.1115,58.8267,6.7784,50.5664,20.5075,46.6831,32.4334,31.5391,39.6302,35.9850,29.4481,34.0644
1503,39.7737,58.8574,6.4609,51.3572,20.0696,45.1188,32.6284,31.6776,39.7337,36.3940,29.0604,33.7739
1504,40.3418,59.3918,6.2511,51.1780,18.8962,46.0297,33.6785,31.5147,40.0737,34.6378,29.3827,33.3614
1505,41.0492,58.8483,5.7595,50.8605,18.8665,46.2163,33.2159,31.6971,40.6597,34.6885,29.4188,33.8696
1506,41.0619,59.1928,6.1486,50.4945,18.1901,45.3277,33.2672,31.7759,39.6701,34.7436,28.8995,34.2818
1507,41.8372,60.2396,5.8002,50.7378,18.0929,45.6861,33.6951,32.3160,38.4956,34.8958,28.1397,34.5246
1508,42.2003,58.6303,5.5300,51.2372,18.0768,45.4952,32.5200,32.4350,37.5133,34.5549,28.7758,35.3016
1509,41.5232,59.1802,6.0432,50.1807,17.2016,46.6437,32.4753,32.1045,38.7424,34.4401,29.2429,34.5594
1510,41.8010,59.1115,6.0760,51.9948,16.8374,46.8929,32.1514,31.9790,40.2565,35.1111,28.1124,33.4655
1511,40.0039,59.1508,5.2893,51.5387,15.9574,47.5758,32.1115,31.3977,40.7523,34.8898,28.5999,34.2146
1512,41.1495,57.6961,5.4613,52.2326,16.1598,48.1838,32.0754,31.6535,40.8317,35.1804,28.5447,33.8561
1513,40.9547,58.8256,5.1080,50.9341,15.6292,47.9430,36.9548,31.7199,40.8589,34.1428,27.9792,34.7535
1514,40.8688,59.0868,5.3637,49.5292,15.5868,47.4351,32.9346,31.9932,39.3978,35.0181,28.4804,35.0662
1515,40.7370,60.0008,5.7701,51.3385,15.4841,47.6321,32.7138,31.7571,38.9559,35.3174,28.0439,35.0671
1516,39.6555,59.3026,5.9886,51.4766,15.4535,48.0659,32.9939,30.9182,38.1304,35.7284,28.5142,35.1806
1517,39.3407,58.5193,6.5403,50.1263,15.7768,48.2100,32.5040,31.8842,39.3153,36.4074,27.8922,35.5431
1518,38.5278,59.2233,5.8888,49.4736,16.3063,47.3649,31.9605,32.2019,39.0856,35.8741,31.9611,34.3562
1519,37.2125,57.9390,6.0475,49.6357,18.4848,46.5478,32.9429,32.7546,38.9079,35.9511,31.8485,34.9148
1520,36.8124,57.4635,5.6321,49.9474,20.0896,46.9179,33.3115,33.0644,39.2265,35.8312,31.1160,35.0315
1521,36.9174,57.7054,6.1441,49.8372,20.6414,47.6164,33.2805,32.8487,39.2692,36.3412,31.0774,35.2910
1522,36.8291,54.9818,7.0995,49.8088,18.8660,48.3898,33.4539,31.7669,39.5758,35.9766,31.4444,36.4143
1523,37.4140,55.1875,6.3251,50.2436,19.1311,48.3276,33.3284,29.7912,40.9279,35.7334,31.0516,36.1418
1524,37.6986,54.5331,6.4177,50.1690,19.1807,47.4907,34.5533,31.0211,40.0952,34.9909,31.3932,35.7639
1525,38.1219,54.7254,6.6179,50.0851,19.5201,47.8601,35.0952,30.3883,40.6491,35.0083,27.9262,36.2494
1526,39.1593,55.0542,6.8606,50.1535,19.6458,47.7975,34.9281,30.0920,41.2725,36.7806,32.0154,36.0612
1527,38.1183,55.7691,6.2541,49.4765,20.2951,47.0944,35.7254,30.4706,41.9430,37.1564,32.5123,37.0366
1528,37.6906,54.7267,6.5070,49.8498,19.6454,46.0036,36.1559,30.6370,42.4428,36.5227,32.2303,36.7824
1529,37.3519,54.3923,6.3115,50.3473,18.6533,47.1319,36.9078,30.9675,42.7098,36.5819,31.3773,36.1537
1530,36.6230,54.4961,6.2552,49.1075,19.3459,46.5893,37.0488,30.7014,42.2948,36.5577,32.5066,37.6249
1531,36.3354,55.4105,6.0970,48.3716,17.5821,46.3578,36.8076,30.8671,41.2879,35.0784,32.0728,37.4948
1532,36.2597,54.9687,5.7989,49.6093,16.3549,46.3260,35.6673,30.6571,41.1756,34.0844,31.5705,36.9167
1533,36.3826,54.5249,5.4480,50.2266,16.2248,46.3588,35.5407,29.9909,40.6154,33.8740,31.8329,37.1229
1534,36.3368,54.3755,6.1593,49.9441,14.3746,47.1103,35.3993,30.3910,40.9091,34.8301,31.6432,37.7790
1535,36.2584,54.5597,5.6096,51.1356,13.6258,46.8936,34.3201,29.6164,40.4455,34.1204,31.3342,38.4128
1536,37.0538,53.8695,5.8728,50.2950,12.8953,44.7667,33.5220,29.4080,39.9643,34.6076,31.1600,38.1236
1537,37.6307,53.7238,6.2206,49.6801,12.9974,45.5227,32.8120,29.6487,39.4641,33.9723,30.9532,38.3105
1538,37.4949,54.1578,5.7382,49.9609,13.4012,45.3192,32.8879,28.6009,39.8118,34.1552,30.5476,38.1060
1539,38.6244,54.8240,6.9317,50.0388,13.8577,46.1088,31.6933,28.6456,39.7439,33.5597,32.0008,38.1714
1540,38.8750,54.1426,6.6904,50.5198,13.8703,45.8869,31.9095,28.0760,39.4501,33.1614,32.6129,38.2796
1541,38.9885,55.1783,7.2230,51.2701,14.4475,45.9127,31.3119,27.5839,40.0984,33.6566,32.4361,38.9627
1542,38.4569,55.2122,6.8304,50.0139,14.8964,46.6119,32.2083,26.8005,40.6694,33.3713,32.2737,39.4642
1543,38.0239,54.3294,6.2737,50.2027,15.2453,46.7572,32.3026,26.7947,40.1266,34.8772,31.8637,38.9509
1544,38.1569,54.9808,6.9521,50.7730,15.2449,46.2199,31.6719,26.1426,40.7151,35.5204,26.3304,38.3693
1545,38.5715,54.0799,7.2458,50.9977,17.4658,46.9077,31.9726,25.4341,40.2373,32.9883,27.4967,39.1583
1546,37.9795,55.1567,6.9004,51.0285,17.6441,46.7545,32.8261,25.5605,39.8117,33.3422,26.9526,39.2211
1547,37.8781,56.3248,6.4466,50.6548,17.8470,46.3594,32.7859,26.5467,40.1202,33.5093,27.7630,39.5360
1548,38.7919,55.6120,30.2080,50.6122,16.4465,47.0189,32.6584,26.4768,40.0278,34.9417,28.3344,39.7818
1549,38.5815,55.6349,30.6109,50.7012,19.9474,46.8413,32.0606,26.6971,39.8772,35.0739,27.8372,39.3388
1550,39.4121,55.4473,30.3216,50.0945,19.7430,45.9983,31.4210,26.3536,40.8869,34.3180,32.9657,38.7389
1551,40.6111,57.1862,30.1903,50.0960,20.6240,46.4833,31.1751,26.3793,41.1934,36.3863,32.4725,39.7089
1552,41.3028,55.5808,30.7296,50.5595,21.5420,45.6230,30.9885,27.0758,40.7267,36.9238,28.4262,38.7123
1553,41.1828,54.3364,30.9117,50.4691,22.1217,44.9328,30.9524,27.8706,41.1283,36.4406,29.0440,39.5884
1554,43.4419,55.1010,30.2313,48.6473,18.7159,46.3846,31.0332,28.1025,41.3384,33.6354,33.4905,39.8872
1555,41.7110,55.7490,30.2180,48.7540,18.9414,45.8493,30.4412,31.1602,42.1686,33.9741,33.6176,39.7327
1556,41.3331,55.1194,6.4344,48.3899,19.2106,47.6443,29.9385,27.5443,42.0720,34.1921,31.6577,39.5717
1557,41.4282,55.8289,29.7906,47.0603,19.3979,47.0813,29.8685,26.9871,41.2728,35.4807,31.3886,39.9178
1558,40.9118,55.5744,29.5653,47.3629,19.2377,47.0242,30.5616,27.2443,40.9825,35.0479,30.9190,40.4359
1559,41.5752,56.2583,28.8497,47.0445,18.8984,47.2490,29.7827,29.4816,40.1731,35.8488,30.7496,39.3274
1560,40.1342,56.2944,27.4165,45.4684,18.7163,46.5358,29.1204,30.3217,41.3119,35.8687,30.3574,38.9500
1561,40.4334,56.3453,27.5684,44.9604,18.2035,46.8018,29.7414,29.3050,41.1303,35.6132,30.2392,40.5330
1562,39.2601,55.7724,27.7554,45.4848,18.1617,47.1533,30.6676,26.5099,42.5245,36.3767,30.2436,40.4225
1563,38.9322,55.3027,27.6122,46.4878,17.9484,48.2427,30.8849,31.0061,42.5447,36.7385,29.7008,39.4621
1564,38.1891,54.7347,28.0218,45.8921,17.5537,50.1375,31.1593,28.3654,42.6962,36.1949,29.6828,41.1285
1565,38.5521,55.4255,27.4105,46.7460,17.8604,50.9078,31.6531,29.1296,42.7457,34.9003,31.3587,40.5128
1566,39.9554,55.0752,28.0395,46.7735,17.8560,50.4763,32.3601,28.5281,43.6717,34.9477,31.5614,40.4069
1567,38.4837,54.2176,27.8282,47.3740,17.4189,50.9617,32.8788,28.7176,44.3645,35.5591,31.6808,40.9879
1568,37.1710,54.8459,28.3191,47.4565,17.5358,50.5306,33.1260,28.3086,43.4737,35.4734,32.7348,39.9115
1569,37.8597,54.0336,27.9873,47.9817,16.5355,50.5156,33.1602,28.3697,44.0546,34.6122,32.2919,40.0434
1570,38.2429,54.7316,27.3689,48.3565,17.1038,51.2420,33.5605,31.9046,43.7941,35.9340,32.2355,40.3449
1571,39.8951,55.1640,27.4088,48.2148,16.4919,51.6433,33.5833,28.6451,43.1808,35.1654,33.6056,40.7435
1572,35.9077,55.0207,5.5805,48.5782,17.1033,51.1239,33.9606,29.3910,42.1260,34.2164,32.9954,40.6049
1573,39.9926,53.6405,27.2303,48.2070,17.7574,50.9367,34.0945,32.0306,41.6150,33.8832,31.6077,40.3109
1574,41.1916,52.9195,5.4398,48.3033,18.6412,50.3194,32.9672,29.2775,41.0734,35.4891,31.6771,39.5569
1575,41.4254,52.9506,26.8932,49.3224,18.8932,50.8666,32.8329,32.4706,40.4916,36.0745,31.3521,39.6116
1576,41.3958,53.6856,5.3930,49.4995,18.7570,51.4898,32.3679,29.2708,41.1840,36.2464,32.6968,39.7793
1577,41.7909,55.0753,5.9275,47.6917,18.6069,52.9461,32.9933,27.2683,41.2386,36.0923,28.6578,39.9055
1578,40.6462,54.6035,5.7585,48.9044,17.1266,52.6883,32.6732,28.0738,40.9913,35.8761,30.2010,39.7998
1579,37.1417,54.5507,25.6996,48.5055,16.5480,52.7096,33.2270,28.4797,42.7737,34.8784,29.2229,39.7389
1580,40.0674,54.6212,25.4892,48.7707,16.9257,52.9957,33.1038,28.7947,42.1264,35.7002,28.9867,39.2826
1581,39.5621,56.0603,25.7468,47.3915,17.5821,52.0369,33.3878,29.4836,42.8523,34.9443,29.6618,38.2564
1582,40.2100,56.6612,6.2465,47.0224,19.1425,51.9556,34.4536,31.3373,43.8078,35.7758,29.2932,37.4822
1583,39.5068,56.6893,6.2290,48.0281,18.3132,51.7314,34.2427,30.8954,41.7421,34.3056,28.1806,38.8250
1584,39.2393,55.9091,6.5878,47.7687,19.0043,51.0961,34.2552,29.7336,41.9742,34.6191,29.4365,38.0698
1585,39.7404,55.2397,6.0034,46.1414,19.7555,51.3112,34.5015,26.8862,42.5887,34.4200,28.2394,38.4324
1586,38.4362,54.9568,6.2593,45.5861,19.2297,50.1904,34.6305,26.1670,43.2528,33.8854,27.6745,36.7127
1587,38.9097,54.8335,6.2808,44.9283,18.7176,51.5755,34.5044,25.9778,43.3227,33.5014,28.0684,38.6453
1588,38.9966,54.7956,5.7354,45.6640,20.1224,50.5530,33.8054,25.2686,43.1292,33.9634,27.1470,38.1904
1589,38.6408,55.9476,5.9476,45.7113,18.8432,51.3730,33.6441,26.4634,43.5832,34.1184,27.7965,38.0547
1590,38.5586,55.6479,5.5590,44.5157,18.9261,51.1392,33.9318,26.1433,44.5168,34.1837,28.3780,38.8978
1591,33.5777,57.1272,5.8505,44.2971,19.3923,51.6974,34.1781,28.5050,44.9022,34.9428,29.2866,37.1848
1592,33.3823,55.6641,5.5671,44.9225,18.2183,51.9502,33.9682,28.4207,44.9127,35.0162,28.4651,40.0182
1593,37.6070,56.3523,5.8533,46.7577,17.9130,52.1557,33.7412,28.6604,45.0162,35.7784,28.9351,38.2862
1594,38.1893,54.6263,5.7594,45.6609,16.9825,52.1391,34.2136,28.9714,45.6053,34.6589,28.1194,40.5408
1595,39.0837,55.6012,5.7047,45.9609,18.7146,51.3396,33.8987,28.7857,46.0510,34.7067,27.9058,38.7166
1596,39.6356,56.2247,5.1707,46.2529,20.3701,50.2810,33.7304,28.5572,46.1635,35.1675,28.7059,39.3849
1597,37.0007,56.5807,5.5670,45.9998,20.1281,50.6279,33.8732,26.2414,46.5260,34.2405,29.2485,38.8479
1598,38.1373,55.9288,5.8920,46.3113,20.0306,51.1342,34.2272,26.4533,45.0464,34.3978,29.0263,38.0591
1599,37.1245,55.8260,6.0653,45.7003,19.8308,51.3628,34.0707,28.6094,44.7048,34.7742,28.6175,38.4655
1600,37.2597,56.1162,28.3953,45.5587,20.2667,51.4169,35.3426,28.0102,45.1249,34.7091,28.3805,38.7187
1601,36.4115,56.5210,28.1789,45.6341,19.9587,50.9501,34.9599,28.4846,44.0523,35.3559,26.6967,39.5260
1602,37.6424,55.9330,28.6774,44.9674,19.1608,50.7738,34.4214,28.4830,44.1629,36.0914,27.4054,39.4224
1603,37.7541,56.3215,29.4136,43.8427,19.1783,49.5642,34.0912,27.6530,44.0015,36.7291,26.8718,38.8571
1604,37.2179,57.2250,29.5917,44.8754,18.8552,50.9138,34.3871,25.3311,42.8280,36.2356,27.5030,40.1889
1605,37.6212,57.4228,29.3791,45.1341,18.2471,51.2079,34.3616,25.5394,43.0010,36.2300,26.6103,37.7985
1606,36.5639,56.0469,29.7640,44.4687,20.3150,51.3335,35.1612,27.3409,42.1985,36.4547,27.4312,39.2963
1607,35.7650,57.7320,29.0268,43.5746,20.7054,52.2505,35.2289,27.0063,41.5594,36.8708,27.2153,38.4297
1608,37.0194,57.3607,29.2226,44.2502,19.6224,52.0941,34.6526,25.0420,41.8722,36.9311,28.6834,39.0954
1609,37.1699,57.1013,30.1493,44.9568,18.9572,50.6275,34.4583,24.7950,41.8752,37.1277,30.0745,38.7173
1610,35.6015,57.1057,31.1195,44.4692,16.8613,51.4302,35.0419,26.8723,42.4090,37.3543,29.7147,39.3326
1611,36.1443,56.7636,31.7800,43.9663,17.0657,51.5270,34.3686,24.9100,43.7340,37.3667,28.9053,41.7325
1612,35.3488,56.8929,30.7117,44.3394,17.5100,51.3377,36.3412,26.1333,43.9060,36.3672,30.2768,39.4718
1613,36.1364,56.2618,30.3246,44.3028,17.3344,51.6408,36.4809,25.2686,44.2830,34.0310,30.6966,39.9604
1614,36.2416,56.9375,30.4411,44.6897,16.8654,52.0982,36.4525,25.4041,43.1535,33.1758,31.2667,40.1975
1615,37.1197,55.7922,30.4274,44.3308,15.6375,50.6462,35.7560,26.9246,42.6530,34.3375,29.9943,40.6446
1616,36.7492,54.9309,30.6666,43.7755,14.5415,49.3109,36.1467,25.5057,42.1349,35.6354,29.5580,41.7466
1617,37.3656,54.7342,29.6308,43.9297,14.8246,49.6410,35.6518,27.4075,42.0045,35.6744,29.6697,41.2863
1618,38.1029,54.4102,28.9992,43.5141,15.1804,49.8841,34.3303,27.7301,42.0394,35.3328,29.4952,41.1486
1619,37.2601,54.3417,28.6902,44.6105,15.6781,50.1660,34.5633,27.1823,42.2858,35.8992,29.4103,42.3383
1620,37.3477,54.5154,28.9594,42.5018,16.0127,51.2649,34.9441,27.1677,42.0565,35.5465,29.5916,40.2211
1621,37.2643,54.7303,28.1022,44.0754,17.1339,50.8312,35.3377,26.9612,41.4012,35.1536,29.3707,41.1374
1622,37.6807,55.3067,27.3040,45.9590,16.0637,52.1035,35.4474,26.3342,42.8605,34.8989,28.9680,40.0969
1623,38.6639,55.3156,3.7580,43.1993,16.2048,51.1766,35.5534,27.3047,42.9509,34.7887,29.3442,42.2741
1624,38.1490,55.6199,26.3632,44.2481,15.9303,51.9336,36.1204,26.6127,40.1952,34.4335,29.3637,42.3148
1625,39.4360,56.6987,4.3497,42.3535,16.0329,51.3681,36.5112,26.9573,41.2203,34.7145,28.1425,42.4530
1626,39.0436,57.0431,4.0947,44.3243,16.4321,51.6597,35.9294,26.2160,40.8623,34.6397,28.0793,42.9918
1627,39.2869,57.5638,4.6889,44.0412,15.8514,51.1042,35.6566,26.8575,41.3033,35.6911,27.9185,41.6720
1628,38.9492,57.2500,5.4870,43.5923,17.4425,51.8993,35.9735,26.8640,41.4976,34.5254,29.3704,41.7630
1629,39.6323,56.6858,4.7625,44.1634,18.0287,52.3404,34.9841,28.4558,41.5464,34.7920,29.1509,42.4504
1630,38.8047,56.4036,4.8888,44.4712,18.6739,51.7987,34.6517,28.2861,39.9888,36.5756,30.1071,42.4418
1631,34.0403,54.7594,5.1193,43.7398,18.3117,51.9170,34.7223,27.7177,40.4916,36.1907,29.8064,41.3485
1632,39.0063,54.7511,5.0286,44.4394,17.9632,51.0596,34.9721,27.3120,41.3513,35.8091,29.3601,41.4325
1633,34.6749,54.4865,4.8885,44.3129,19.9621,51.6154,35.0773,28.3596,40.6471,36.2814,29.2524,41.5472
1634,34.1373,54.0027,4.4942,44.1189,18.6484,51.7122,37.0140,27.8493,40.5193,36.1521,29.0675,40.7042
1635,34.8879,53.4781,4.3107,43.6270,17.7086,52.2720,36.9514,28.6302,40.8245,36.4426,29.5285,40.4781
1636,35.4211,54.7269,4.5957,42.6206,18.1357,52.6874,36.4950,27.8353,40.5518,39.2779,29.9181,40.5975
1637,36.1560,54.2451,26.3099,42.0018,17.7756,52.7801,34.9367,27.7789,41.7750,36.2386,29.9871,40.2244
1638,35.8117,53.7602,4.1963,42.9589,17.2364,53.1487,35.3455,27.3251,40.2183,39.7787,30.2509,40.0862
1639,36.6368,53.7579,4.2982,42.6791,18.1352,54.6667,35.4639,27.4317,41.1686,40.1583,29.8261,40.8538
1640,36.2446,55.5449,29.2641,41.5285,17.4483,53.7161,35.8475,28.1096,41.3601,37.4262,27.6308,40.7438
1641,35.9344,57.6120,9.1147,38.7071,17.8774,52.9912,35.9000,29.1961,42.7936,37.8223,31.0740,41.7485
1642,36.0276,56.8166,24.1873,43.9635,17.9442,52.8777,35.8183,29.8249,42.3542,37.3882,29.8177,40.7567
1643,35.5720,55.2794,28.3328,44.3551,18.9118,52.7619,35.6092,29.2176,42.4575,41.0839,28.8072,41.5270
1644,35.9181,54.9466,29.9060,44.5574,17.2425,52.7055,36.4427,29.8743,43.0402,39.6945,29.0763,42.3949
1645,35.8570,53.9812,29.4002,43.5975,18.0664,52.3323,36.4030,29.9323,43.9535,39.1747,28.7708,42.0083
1646,41.1161,54.9275,29.3389,42.6556,18.9562,52.7051,36.9178,29.4523,43.4709,37.7085,28.4622,43.0514
1647,40.3161,54.7583,9.4226,43.0468,18.7327,52.9757,36.7543,29.1138,43.9660,37.5170,28.0091,43.6167
1648,40.0303,53.7796,9.3988,42.5870,18.9067,53.4944,37.6037,28.7149,44.0746,38.2420,28.8270,44.5388
1649,34.5092,53.9555,9.2202,42.2385,18.6907,54.4119,37.4801,28.8019,44.4672,38.5557,26.8422,44.8864
1650,33.6701,52.6192,31.3896,36.8260,18.7281,54.5096,37.1504,30.4630,43.4592,39.6970,27.2812,45.1951
1651,34.3562,52.8924,30.4641,40.7908,19.0192,55.7309,36.1965,30.3967,43.8031,38.3583,28.3506,43.8513
1652,34.3662,52.3125,30.9153,41.3457,19.9850,55.8861,36.5250,30.4255,44.9766,39.2809,27.1486,45.3581
1653,36.0403,51.1416,31.0516,41.7320,20.8687,56.3959,36.7098,30.0240,44.3893,38.4488,26.4269,45.4150
1654,36.5137,51.6288,31.7222,40.7815,19.6321,55.8012,37.3543,30.4850,45.1912,38.0030,25.7305,45.8774
1655,41.8587,51.0300,31.5208,37.1515,21.1578,55.7793,36.9921,30.5813,46.0279,37.3539,26.5276,43.6111
1656,41.8697,50.8394,33.4800,37.2116,21.0185,56.9494,37.2890,30.2942,44.9245,37.8538,25.6723,44.4125
1657,36.6949,51.4740,29.0644,36.3751,20.0155,57.0525,37.2771,29.7381,45.5024,37.0370,26.1235,44.3925
1658,35.8037,52.1480,28.3920,36.5428,20.2054,58.0525,36.2814,28.6887,48.4294,36.1679,26.0357,43.8739
1659,36.4240,51.2576,28.8060,40.6772,20.0278,58.0300,36.6458,28.1620,45.4095,34.8216,26.7671,44.1449
1660,37.0770,51.4557,32.9881,36.1648,21.0052,58.8434,36.6419,28.8734,46.3742,35.4034,25.7010,44.4557
1661,37.0693,51.0668,31.9001,40.5553,21.3434,58.6720,36.9024,28.1027,46.8612,36.0015,26.2983,45.2285
1662,37.4285,50.8210,32.0692,40.9814,21.4279,58.2046,36.7656,28.4571,46.4589,37.0540,25.5600,40.5143
1663,37.4021,51.2413,32.8302,37.9710,20.6280,57.6498,36.3432,28.8156,46.8872,37.5717,25.3711,40.4233
1664,36.4690,52.0709,32.8524,37.5414,20.4184,57.7543,36.8157,22.0872,47.4999,36.7755,25.6106,39.9454
1665,35.3807,52.0334,27.6365,35.7304,20.6886,57.7485,36.9854,21.5193,46.7801,36.7527,25.8773,40.1832
1666,35.9029,52.7086,27.5123,34.8682,21.3839,58.1181,36.9936,28.0561,46.4910,37.2905,25.4130,39.1803
1667,34.3895,52.1570,32.3978,34.3095,21.7608,58.6599,37.0666,22.3781,47.0403,38.0460,25.9637,44.0103
1668,35.1203,53.1983,32.4106,34.4413,21.7870,57.1773,37.0920,21.6074,47.6679,38.2625,25.1829,39.7489
1669,34.4238,53.8161,32.3492,33.9746,22.3219,57.4644,36.9330,22.4657,47.4455,38.4378,28.0794,43.4956
1670,35.4575,54.9450,31.9807,34.6437,22.8306,57.0509,37.2235,27.9367,47.1575,37.9252,28.3076,38.1276
1671,34.3631,54.9100,32.8253,34.5099,23.1058,56.9955,36.3865,28.3953,47.4257,37.6302,27.9442,38.7865
1672,34.8934,54.2783,31.5726,33.9562,23.1561,57.5073,37.4039,29.6985,47.0366,38.0005,28.5026,38.6697
1673,34.8525,53.0898,31.5165,34.3165,22.9750,56.5535,37.5125,28.7563,47.0773,38.8538,27.8994,39.0382
1674,35.4262,52.3878,32.4900,37.3183,24.0812,57.6118,36.8304,28.7875,46.2242,38.7782,28.6577,38.1971
1675,34.5849,51.8080,27.7097,37.2950,23.5840,57.7047,37.1936,22.5821,46.5091,38.6284,28.6165,38.4101
1676,35.1670,51.7380,27.8469,37.7637,23.6587,57.6496,37.5226,30.0057,46.2097,39.3238,29.1251,37.9361
1677,35.2725,52.6748,27.8753,36.1767,23.9111,58.0576,37.8735,25.0727,46.1988,39.7647,28.2770,37.0409
1678,35.6040,53.6864,28.2082,36.9679,24.0567,55.3847,37.5908,21.9156,47.9823,40.2473,25.8765,37.0348
1679,34.6996,54.8222,27.3342,35.8376,23.6997,56.4976,38.1101,29.4643,47.3725,39.4528,28.6587,36.3851
1680,38.3755,55.1513,27.3886,36.9021,22.6680,56.6514,38.5289,28.9563,50.5131,39.1698,29.1810,37.3307
1681,33.6789,54.5498,28.3907,37.0875,22.7157,57.0466,39.0480,20.8809,49.0520,38.3722,26.6407,37.7852
1682,33.1917,55.4147,27.9048,37.9750,23.0775,56.9480,38.9887,21.0216,49.0161,39.4490,26.2050,38.2013
1683,36.5927,55.7053,27.7200,37.5567,22.5739,56.6090,39.6981,18.9823,48.2174,38.7580,26.1042,37.7760
1684,35.6790,55.0298,28.3102,39.1146,22.0204,55.4036,39.0144,19.8769,47.8278,39.3993,29.5956,37.1903
1685,37.0634,56.0948,28.4546,38.4787,23.0024,54.7637,39.1101,19.1687,48.1846,39.9632,30.2665,36.9849
1686,37.2227,57.2313,28.2782,37.7930,22.0703,55.4836,39.2994,17.2806,47.9829,39.7387,31.0386,37.6542
1687,36.9328,56.5228,29.1286,37.8028,24.8047,54.6923,39.6184,22.0109,48.7472,38.4805,30.5089,38.1637
1688,38.3240,56.3015,32.5325,37.7320,24.5839,55.1177,38.8810,17.1554,47.1705,37.8644,31.0014,37.0983
1689,37.9090,55.6147,28.1964,37.9295,24.5603,55.4386,38.4413,28.2371,47.7279,38.9791,30.5651,37.8449
1690,33.2091,54.4325,32.6216,37.8504,24.8109,54.5737,37.8683,23.1349,47.4351,40.3959,31.6104,37.7605
1691,32.3826,53.1759,32.0483,34.6707,24.0931,54.3087,37.6724,27.2340,47.6282,39.4982,30.5482,38.2482
1692,33.6518,52.9111,10.1972,35.4726,22.8603,54.3174,38.0307,26.8595,48.0438,39.0580,30.6882,37.7567
1693,33.7806,51.9645,10.3801,34.9149,24.3779,53.2051,38.0677,27.4821,43.3985,38.7540,30.0730,37.2876
1694,34.2603,51.7393,5.6716,34.5645,23.1908,53.3407,38.8176,27.6129,43.5878,39.7074,30.7584,33.7043
1695,35.2724,52.0080,5.0704,35.3805,24.3864,52.5716,37.8181,27.9263,43.9606,40.7896,31.0490,34.2457
1696,35.1117,51.8838,27.7026,35.3617,25.0492,52.5345,37.9152,27.6109,44.9715,40.6032,31.0338,34.7123
1697,35.2762,51.1894,27.3085,35.0315,24.1719,53.1416,37.4653,27.9000,43.8814,40.5405,31.3481,36.1599
1698,36.4542,51.6592,27.3083,35.5181,25.0800,53.9450,37.4658,28.6172,44.0067,40.6398,31.9655,35.8153
1699,36.1204,52.6595,29.2864,36.7672,25.3888,54.4899,36.8209,29.2054,46.0089,41.7106,32.2206,38.0152
1700,40.5632,52.1977,29.7833,35.7329,24.0600,54.0629,36.9921,25.4264,48.9672,41.5684,31.5989,37.6505
1701,40.2966,51.5120,28.8994,35.7759,25.0049,53.2368,37.3481,25.4765,44.7024,42.0098,30.7153,37.8337
1702,38.5902,52.3503,34.1197,34.8990,24.1640,54.2673,37.3374,24.8460,45.4899,43.0792,30.2516,39.5806
1703,39.3043,52.1544,34.7365,35.3841,23.7345,54.3297,37.1919,24.9024,49.1010,42.1625,30.6932,39.4524
1704,39.3914,52.2286,10.6747,37.2020,24.5543,52.9199,35.7543,25.2132,49.3463,42.1783,30.6765,39.0150
